Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,application_method (product.metafields.custom.application_method),backing_plate_thread (product.metafields.custom.backing_plate_thread),badge_text (product.metafields.custom.badge_text),biodegradable (product.metafields.custom.biodegradable),brand (product.metafields.custom.brand),compatible_chemicals (product.metafields.custom.compatible_chemicals),concentrate_or_rtu (product.metafields.custom.concentrate_or_rtu),coverage (product.metafields.custom.coverage),delivery_format (product.metafields.custom.delivery_format),dilution_ratio (product.metafields.custom.dilution_ratio),featured_collection_slot (product.metafields.custom.featured_collection_slot),fit_type (product.metafields.custom.fit_type),fragrance_family (product.metafields.custom.fragrance_family),intensity_level (product.metafields.custom.intensity_level),material_composition (product.metafields.custom.material_composition),orbit_size (product.metafields.custom.orbit_size),pad_cut_level (product.metafields.custom.pad_cut_level),pad_diameter (product.metafields.custom.pad_diameter),pad_material (product.metafields.custom.pad_material),pad_size_compatibility (product.metafields.custom.pad_size_compatibility),ph_level (product.metafields.custom.ph_level),power_source (product.metafields.custom.power_source),pro_tip (product.metafields.custom.pro_tip),psi_rating (product.metafields.custom.psi_rating),recommended_pairing (product.metafields.custom.recommended_pairing),related_products (product.metafields.custom.related_products),reviews (product.metafields.custom.reviews),safe_surfaces (product.metafields.custom.safe_surfaces),scent (product.metafields.custom.scent),sds_url (product.metafields.custom.sds_url),size_guide_url (product.metafields.custom.size_guide_url),snippet (product.metafields.custom.snippet),tank_capacity (product.metafields.custom.tank_capacity),use_case (product.metafields.custom.use_case),video_url (product.metafields.custom.video_url),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rcp-tire-scrub-brush,Rcp Tire Scrub Brush,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-WB09,0,shopify,0,deny,manual,7.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
curveball-ultra-soft-detailing-brush,Curveball Ultra Soft Detailing Brush,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,USDB-1,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-black-final-finish-edge-guard-foam-pad-2-pk,"3""- Black Final Finish Edge Guard Foam Pad 2/Pk",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,320EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-yellow-polishing-edge-guard-foam-pad,"3"" Yellow Polishing Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,334EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-blue-heavy-cut-edge-guard-foam-pad-2-pk,"3""- Blue Heavy Cut Edge Guard Foam Pad 2/Pk",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,354EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-blueberry-heavy-polish-edge-guard-foam-pad,"3""- Blueberry Heavy Polish Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,356EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-maroon-medium-cut-edge-guard-foam-pad-2-pk,"3"" Maroon Medium Cut Edge Guard Foam Pad 2 Pk",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,372EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-yellow-polish-edge-guard-foam-pad,"5""- Yellow Polish Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,534EG,0,shopify,0,deny,manual,22.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-blue-heavy-cut-edge-guard-foam-pad,"5""- Blue Heavy Cut Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,554EG,0,shopify,0,deny,manual,22.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-blueberry-heavy-polish-edge-guard-foam-pad,"5""- Blueberry Heavy Polish Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,556EG,0,shopify,0,deny,manual,22.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-maroon-medium-cut-edge-guard-foam-pad,"5""- Maroon Medium Cut Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,572EG,0,shopify,0,deny,manual,22.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-black-finish-edge-guard-pad,"6""- Black Finish Edge Guard Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,620EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-yellow-polish-edge-guard-foam-pad,"6""- Yellow Polish Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,634EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-blue-heavy-cut-edge-guard-foam-pad,"6""- Blue Heavy Cut Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,654EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-blueberry-heavy-polish-edge-guard-foam-pad,"6""- Blueberry Heavy Polish Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,656EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-maroon-medium-cut-edge-guard-foam-pad,"6"" Maroon Medium Cut Edge Guard Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,672EG,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-green-foam-heavy-cutting-pad,"3""- Green Foam Heavy Cutting Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,RCP-3GRF,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-yellow-wool-polishing-pad,"3""- Yellow Wool Polishing Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,RCP-3YLWOOL,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-green-foam-heavy-cutting-pad,"5""- Green Foam Heavy Cutting Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,RCP-5GRF,0,shopify,0,deny,manual,11.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-yellow-wool-polishing-pad,"5""- Yellow Wool Polishing Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,RCP-5YLWOOL,0,shopify,0,deny,manual,16.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-green-foam-heavy-cutting-pad,"6""- Green Foam Heavy Cutting Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,RCP-6GRF,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-yellow-wool-polishing-pad,"6""- Yellow Wool Polishing Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,RCP-6YLWOOL,0,shopify,0,deny,manual,19.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-uro-tec-burgundy-med-cut-foam-pad-2-pk,"3""- Uro-Tec Burgundy Med Cut Foam Pad 2/Pk",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,372BN,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-inch-salt-and-pepper-2-pk,3 Inch Salt & Pepper 2 Pk,,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,392MFP,0,shopify,0,deny,manual,26.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-uro-tec-blue-heavy-cut-foam-pad,"6""- Uro-Tec Blue Heavy Cut Foam Pad..",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,654BN,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-uro-tec-blueberry-heavy-polish-foam-pad,"6""- Uro-Tec Blueberry Heavy Polish Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,656BN,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
6-uro-tec-burgundy-med-cut-foam-pad,"6""- Uro-Tec Burgundy Med Cut Foam Pad",,RCP America,,Pads & Bonnets,,TRUE,Title,Default Title,,,,,,,,672BN,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
3-drill-mount-velcro-backing-plate,"3"" Drill Mount Velcro Backing Plate",,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,300Y,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
5-8-male-backing-plate-extension,"5/8""  Male Backing Plate Extension",,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,1400,0,shopify,0,deny,manual,8.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
control-module-for-dewalt-buffer,Control Module For Dewalt Buffer,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,810301,0,shopify,0,deny,manual,79.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dw849-buffer-speed-switch,Dw849 Buffer Speed Switch,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,BDN036455,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
maxshine-mini-polishing-system,Maxshine Mini Polishing System,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,MN01,0,shopify,0,deny,manual,112.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dewalt-brushes-dw849,Dewalt Brushes Dw849,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,N398321,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
flex-xfe7-15-5-orbital-polisher,Flex Xfe7-15 5' Orbital Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,436712,0,shopify,0,deny,manual,600.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dewalt-dwp849-rotary-polisher,Dewalt Dwp849 Rotary Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,DWP849,0,shopify,0,deny,manual,356.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
flex-3401vrg-5-polisher-forced-rotation,"Flex 3401Vrg, 5"" Polisher, Forced Rotation",,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,Flex 3401VRG 334839,0,shopify,0,deny,manual,1036.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
flex-pxe-80-12v-3-polisher-kit-w-rotary-adapter-12mm-adapter-adhesive-pad-hoop-and-loop-pad-2-batteries-charger,"Flex Pxe 80 12V 3"" Polisher Kit W/ Rotary Adapter, 12Mm Adapter, Adhesive Pad, Hoop And Loop Pad, 2 Batteries, Charger",,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,Flex PXE 80 493503,0,shopify,0,deny,manual,509.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
flex-xce-8-18v-6-polisher-kit-w-charger-batteries,"Flex Xce 8 18V 6"" Polisher Kit W/ Charger, Batteries",,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,Flex XCE 8 459550,0,shopify,0,deny,manual,1335.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
flex-xfe-15-18v-6-polisher-set-w-charger-and-batteries,"Flex Xfe 15 18V 6"" Polisher Set W/ Charger And Batteries",,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,Flex XFE15 459542,0,shopify,0,deny,manual,1312.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rupes-lhr15-mark-v-bigfoot-random-orbital-polisher,Rupes Lhr15 Mark V Bigfoot Random Orbital Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,LHR15V/US/STD,0,shopify,0,deny,manual,524.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rupes-lhr21-mark-v-bigfoot-random-orbital-polisher,Rupes Lhr21 Mark V Bigfoot Random Orbital Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,LHR21V,0,shopify,0,deny,manual,1056.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rupes-mark-v-21mm-orbital-polisher,Rupes Mark V 21Mm Orbital Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,LHR21V/US/STD,0,shopify,0,deny,manual,594.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
maxshine-rotary-brushless-polisher,Maxshine Rotary Brushless Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,MB1200 PRO,0,shopify,0,deny,manual,324.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
maxshine-15mm-dual-action-brushless-polisher,Maxshine 15Mm Dual Action Brushless Polisher,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,MB15 PRO,0,shopify,0,deny,manual,359.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
warrior-var-speed-carpet-buffing-machine,Warrior Var Speed Carpet Buffing Machine,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,OD-HSB,0,shopify,0,deny,manual,75.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
maxshine-mini-rotary-polishing-system,Maxshine Mini Rotary Polishing System,,RCP America,,Equipment Parts & Accessories,,TRUE,Title,Default Title,,,,,,,,MN01,0,shopify,0,deny,manual,112.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
square-terry-applicator,Square Terry Applicator,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,SQ-1-TY,0,shopify,0,deny,manual,1.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
microfiber-blue-gray-ceramic-applicator,Microfiber Blue/Gray Ceramic Applicator..,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,SX101GYB,0,shopify,0,deny,manual,6.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
water-blade-14,"Water Blade 14""",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,25-926,0,shopify,0,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
water-dragon-791-sq-inches,Water Dragon 791 Sq Inches,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,DG816,0,shopify,0,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
water-demon-rcp-hydro-lock-chamois,Water Demon/Rcp Hydro Lock Chamois,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,PWD1727,0,shopify,0,deny,manual,20.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-24-x-36-1200gsm-green-twisted-loop-drying-towel,"Rcp 24"" X 36"" 1200Gsm Green Twisted Loop Drying Towel",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-TWLGN,0,shopify,0,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
zorb-it-pro-24-x30-tube,Zorb-It Pro 24'X30' Tube,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,SX720T,0,shopify,0,deny,manual,23.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-single-blue-waffle-towel,Rcp Single Blue Waffle Towel,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-AH-MF-WWT,0,shopify,0,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
microfiber-duo-twisted-drying-towel-24-x-36-1200-gsm,Microfiber Duo Twisted Drying Towel 24 X 36 1200 Gsm,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-DTT6090,0,shopify,0,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
do-all-scrubber-scrub-a-do-bug-block-sponge,"Do All Scrubber, Scrub-A-Do-, Bug Block, Sponge",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,HT-1261,0,shopify,0,deny,manual,6.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
magic-eraser,Magic Eraser,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Size,12 Pack,,,,,,,,RCP-85-422,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-magic-eraser-12-pk,Rcp Magic Eraser 12 Pk,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-MES01,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
microfiber-wash-mitt-blue-and-white,Microfiber Wash Mitt Blue & White,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-MFWM,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-blue-plush-microfiber-wash-mitt,Rcp Blue Plush Microfiber Wash Mitt,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-PWMO8,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-interior-scrub-sponge,Rcp Interior Scrub Sponge,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-SNS01,0,shopify,0,deny,manual,11.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
scrub-ninja-scrubber-sponge-2-pk,Scrub Ninja Scrubber Sponge 2/Pk,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCPS-NINJA,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
bug-block-brush-1-5-x-10,"Bug Block Brush- 1.5'' X 10""",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,TB1262,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
deluxe-detailing-towel-orange-12-pk,Deluxe Detailing Towel Orange 12 Pk,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,DDT-OMF,0,shopify,0,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
gold-waffle-towels-12-pk,Gold Waffle Towels 12/Pk,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,HT-65W-G,0,shopify,0,deny,manual,61.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
irregular-16x16-gold-microfiber-towels-300-per-bundle,Irregular 16X16 Gold Microfiber Towels 300 Per Bundle,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,IRRGOLD300,0,shopify,0,deny,manual,190,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
blue-waffle-towels-12-pk,Blue Waffle Towels 12 Pk,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-AH-MF-WWT-12,0,shopify,0,deny,manual,44.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
25-lb-whole-terry-towels,25 Lb Whole Terry Towels,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,TY125W,0,shopify,0,deny,manual,113.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
magic-clay-mitt,Magic Clay Mitt,,RCP America,,Shop Supplies,,TRUE,Title,Default Title,,,,,,,,RCP-204002MT,0,shopify,0,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-blue-clay-bar-course-50-gram-x3,Rcp Blue Clay Bar Course 50 Gram X3,,RCP America,,Shop Supplies,,TRUE,Title,Default Title,,,,,,,,RCP-CB50-3B,0,shopify,0,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-white-clay-bar-fine-50-gram-x-3,Rcp White Clay Bar Fine 50 Gram X 3,,RCP America,,Shop Supplies,,TRUE,Title,Default Title,,,,,,,,RCP-CB50-3W,0,shopify,0,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-6-inch-clay-pad,Rcp 6 Inch Clay Pad,,RCP America,,Shop Supplies,,TRUE,Title,Default Title,,,,,,,,RCP-CP150,0,shopify,0,deny,manual,57.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
