Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,application_method (product.metafields.custom.application_method),backing_plate_thread (product.metafields.custom.backing_plate_thread),badge_text (product.metafields.custom.badge_text),biodegradable (product.metafields.custom.biodegradable),brand (product.metafields.custom.brand),compatible_chemicals (product.metafields.custom.compatible_chemicals),concentrate_or_rtu (product.metafields.custom.concentrate_or_rtu),coverage (product.metafields.custom.coverage),delivery_format (product.metafields.custom.delivery_format),dilution_ratio (product.metafields.custom.dilution_ratio),featured_collection_slot (product.metafields.custom.featured_collection_slot),fit_type (product.metafields.custom.fit_type),fragrance_family (product.metafields.custom.fragrance_family),intensity_level (product.metafields.custom.intensity_level),material_composition (product.metafields.custom.material_composition),orbit_size (product.metafields.custom.orbit_size),pad_cut_level (product.metafields.custom.pad_cut_level),pad_diameter (product.metafields.custom.pad_diameter),pad_material (product.metafields.custom.pad_material),pad_size_compatibility (product.metafields.custom.pad_size_compatibility),ph_level (product.metafields.custom.ph_level),power_source (product.metafields.custom.power_source),pro_tip (product.metafields.custom.pro_tip),psi_rating (product.metafields.custom.psi_rating),recommended_pairing (product.metafields.custom.recommended_pairing),related_products (product.metafields.custom.related_products),reviews (product.metafields.custom.reviews),safe_surfaces (product.metafields.custom.safe_surfaces),scent (product.metafields.custom.scent),sds_url (product.metafields.custom.sds_url),size_guide_url (product.metafields.custom.size_guide_url),snippet (product.metafields.custom.snippet),tank_capacity (product.metafields.custom.tank_capacity),use_case (product.metafields.custom.use_case),video_url (product.metafields.custom.video_url),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hp2-hardwater-high-ph-presoak,Hp2 Hardwater High-Ph Presoak,,RCP America,,Chemicals,,TRUE,Size,5 Gallon,,,,,,,,321005,0,shopify,0,deny,manual,127.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,15 Gallon,,,,,,,,321015,0,shopify,0,deny,manual,318.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,30 Gallon,,,,,,,,321030,0,shopify,0,deny,manual,569.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,55 Gallon,,,,,,,,321055,0,shopify,0,deny,manual,962.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
methanol-foam-brush,Methanol Foam Brush,,RCP America,,Chemicals,,TRUE,Size,30 Gallon,,,,,,,,324530,0,shopify,0,deny,manual,399.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,55 Gallon,,,,,,,,324555,0,shopify,0,deny,manual,632.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
triple-foam-blue,Triple Foam Blue,,RCP America,,Chemicals,,TRUE,Size,1 Gallon,,,,,,,,324301,0,shopify,0,deny,manual,29.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,15 Gallon,,,,,,,,324315,0,shopify,0,deny,manual,399.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,55 Gallon,,,,,,,,324355,0,shopify,0,deny,manual,1099.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
triple-foam-red,Triple Foam Red,,RCP America,,Chemicals,,TRUE,Size,1 Gallon,,,,,,,,324101,0,shopify,0,deny,manual,29.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,15 Gallon,,,,,,,,324115,0,shopify,0,deny,manual,399.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
,,,,,,,,,55 Gallon,,,,,,,,324155,0,shopify,0,deny,manual,1099.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
white-vp-and-c-dye,White Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT110,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
off-white-vp-and-c-dye,Off White Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT120,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
beige-vp-and-ac-dye,Beige Vp&Ac Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT200,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
light-beige-vp-and-c-dye,Light Beige Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT201,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
parve-beige-vp-and-c-dye,Parve Beige Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT202,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
desert-tan-vp-and-c-dye,Desert Tan Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT205,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
doeskin-vp-and-c-dye,Doeskin Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT210,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
cappuccino-vp-and-c-dye,Cappuccino Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT212,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
light-brown-vp-and-c-dye,Light Brown Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT213,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
sand-vp-and-c-dye,Sand Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT215,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
tan-vp-and-c-dye,Tan Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT220,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
woodward-tan-vp-and-c-dye,Woodward Tan Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT222,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
vintage-tan-vp-and-c-dye,Vintage Tan Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT223,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
chocolate-vp-and-c-dye,Chocolate Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT225,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
brown-vp-and-c-dye,Brown Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT230,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
khaki-vp-and-c-dye,Khaki Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT235,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
chestnut-vp-and-c-dye,Chestnut Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT240,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dove-gray-vp-and-c-dye,Dove Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT400,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
greige-vp-and-c-dye,Greige Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT401,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
light-gray-vp-and-c-dye,Light Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT410,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
silver-metallic-vp-and-c-dye,Silver Metallic Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT420,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
gray-metallic-vp-and-c-dye,Gray Metallic Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT430,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dark-gray-metallic-vp-and-c-dye,Dark Gray Metallic Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT435,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
gray-vp-and-c-dye,Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT440,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
carbon-gray-vp-and-c-dye,Carbon Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT445,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dark-gray-vp-and-c-dye,Dark Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT450,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
flagstone-vp-and-c-dye,Flagstone Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT455,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
charcoal-gray-vp-and-c-dye,Charcoal Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT460,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
tawny-gray-vp-and-c-dye,Tawny Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT465,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
taupe-gray-vp-and-c-dye,Taupe Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT466,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dark-greige-vp-and-c-dye,Dark Greige Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT467,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dark-charcoal-gray-vp-and-c-dye,Dark Charcoal Gray Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT468,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
black-vp-and-c-dye,Black Vp&C Dye,,RCP America,,Dyes,,TRUE,Title,Default Title,,,,,,,,HT470,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
cristal-magic-touch-spray-wax-aerosol,Cristal Magic Touch Spray Wax Aerosol,,RCP America,,Waxes & Protectants,,TRUE,Title,Default Title,,,,,,,,CRI-104-C,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
cristal-untouchable-aerosol,Cristal Untouchable  Aerosol,,RCP America,,Waxes & Protectants,,TRUE,Title,Default Title,,,,,,,,CRI-107-C,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
cristal-gx-3-aerosol,Cristal Gx-3  Aerosol,,RCP America,,Waxes & Protectants,,TRUE,Title,Default Title,,,,,,,,CRI-113-C,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
dr-foamy-enzyme-cleaner,Dr. Foamy Enzyme Cleaner,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,HT18019,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
mask-a-tak-adhesive,Mask-A-Tak Adhesive,,RCP America,,Chemicals,,TRUE,Size,14oz,,,,,,,,HT18036,0,shopify,0,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-brake-and-parts-cleaner-aerosol,Rcp Brake & Parts Cleaner Aerosol,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,R10828,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
koc-86-cleaner-16-oz-aerosol,Koc-86 Cleaner 16 Oz Aerosol,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,R560051,0,shopify,0,deny,manual,8.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
koc-86-guard-aerosol-16-oz,Koc-86 Guard Aerosol 16 Oz,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,R561000,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
raid-bug-fogger,Raid Bug Fogger,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,Raid,0,shopify,0,deny,manual,8.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
grill-and-oven-cleaner,Grill And Oven Cleaner,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,SW826,0,shopify,0,deny,manual,11.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
stainless-steel-cleaner,Stainless Steel Cleaner,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,SW841,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-citrus-cleaner-aerosol,Rcp Citrus Cleaner  Aerosol,,RCP America,,Chemicals,,TRUE,Title,Default Title,,,,,,,,SW985,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
bahama-breeze,Bahama Breeze,,RCP America,,Air Fresheners,,TRUE,Size,8oz,,,,,,,,465-8,0,shopify,0,deny,manual,25.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fresh-cut,Fresh Cut,,RCP America,,Air Fresheners,,TRUE,Size,8oz,,,,,,,,472-8,0,shopify,0,deny,manual,25.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
20-oz-erase-smoke-eliminator,20 Oz Erase Smoke Eliminator,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,491925,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
clean-air-odor-eliminator-fresh-air,Clean Air Odor Eliminator Fresh Air,,RCP America,,Air Fresheners,,TRUE,Size,20oz,,,,,,,,HT18065,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
black-diamond-odor-bomb-total-release,Black Diamond Odor Bomb Total Release,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,HT19030,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
cucumber-melon-odor-bomb-total-release,Cucumber Melon Odor Bomb Total Release,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,HT19037,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
new-car-odor-bomb-total-release,New Car Odor Bomb Total Release,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,HT19060,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fresh-air-odor-bomb-total-release,Fresh Air Odor Bomb Total Release,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,HT19065,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
berry-licious-odor-bomb-total-release,Berry-Licious Odor Bomb Total Release,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,HT19080,0,shopify,0,deny,manual,10.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
clean-air-odor-eliminator-green-apple,Clean Air Odor Eliminator Green Apple,,RCP America,,Air Fresheners,,TRUE,Size,20oz,,,,,,,,HT18075,0,shopify,0,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
new-leather-60-ct-bag,New Leather 60 Ct Bag,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,AS110,0,shopify,0,deny,manual,25.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
cucumber-melon-60-ct-bag,Cucumber Melon 60 Ct Bag,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,AS134,0,shopify,0,deny,manual,25.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fresh-cut-60-ct-bag,Fresh Cut 60 Ct Bag,,RCP America,,Air Fresheners,,TRUE,Title,Default Title,,,,,,,,AS138,0,shopify,0,deny,manual,25.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
bi-level-truck-brush-yellow-nylon,Bi-Level Truck Brush Yellow Nylon,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,186-Y,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
round-vent-brush-black-bristle,Round Vent Brush Black Bristle,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,299,0,shopify,0,deny,manual,6.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
10-truck-brush-blue,"10""- Truck Brush Blue",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,3038,0,shopify,0,deny,manual,27.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
18-flagged-nylon-truck-brush,"18""- Flagged Nylon Truck Brush",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,3318-N,0,shopify,0,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
24-green-flagged-brush,"24""- Green Flagged Brush",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,3324,0,shopify,0,deny,manual,34.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
white-nylon-1-2-brush-12-cs,White Nylon 1/2 Brush 12/Cs,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,85-807,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
chemical-resistant-aqua-blue-detailing-brush,Chemical Resistant Aqua Blue Detailing Brush,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,CRB-1,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
multi-use-detailing-brush-set,Multi Use Detailing Brush Set,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,DBS-3,0,shopify,0,deny,manual,19.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fur-eel-pro-ll-2-0-and-fang-combo,Fur Eel Pro Ll (2.0) And Fang Combo,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,FFP2-2,0,shopify,0,deny,manual,30.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
4-truck-wash-pole,4'- Truck Wash Pole,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,MTH-48W,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
pet-hair-brush,Pet Hair Brush,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,PHB1,0,shopify,0,deny,manual,11.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
8-blue-flagged-plastic-brush,"8""- Blue Flagged Plastic Brush",,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-42,0,shopify,0,deny,manual,8.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-large-vent-brush-boars-hair,Rcp Large Vent Brush Boars Hair,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-M06L,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rcp-foam-pad-cleaner-brush,Rcp Foam Pad Cleaner Brush,,RCP America,,"Towels, Applicators & Brushes",,TRUE,Title,Default Title,,,,,,,,RCP-PCB01,0,shopify,0,deny,manual,7.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
